Model,Scenario,Episode Number,Reward
Single Moon,Moon - Wind=15,136,-65.95689772146939
Single Moon,Moon - Wind=15,137,-241.01718285874716
Single Moon,Moon - Wind=15,138,-151.57595154547533
Single Moon,Moon - Wind=15,139,41.4688455888747
Single Moon,Moon - Wind=15,140,2.0948756750715916
Single Moon,Moon - Wind=15,141,-181.41193498357973
Single Moon,Moon - Wind=15,142,285.43763287637955
Single Moon,Moon - Wind=15,143,-131.14151534773072
Single Moon,Moon - Wind=15,144,313.2755065019959
Single Moon,Moon - Wind=15,145,122.21947423720945
Single Moon,Moon - Wind=15,146,218.01849350297564
Single Moon,Moon - Wind=15,147,122.77043522059462
Single Moon,Moon - Wind=15,148,-192.74649159653052
Single Moon,Moon - Wind=15,149,-241.16006050129457
Single Moon,Moon - Wind=15,150,-161.7824947228216
Single Moon,Moon - Wind=15,151,103.08929232903841
Single Moon,Moon - Wind=15,152,-273.80894563960936
Single Moon,Moon - Wind=15,153,306.4782869300948
Single Moon,Moon - Wind=15,154,188.89528436288458
Single Moon,Moon - Wind=15,155,151.93685372241424
Single Moon,Moon - Wind=15,156,-178.92191811644682
Single Moon,Moon - Wind=15,157,-32.41347545140492
Single Moon,Moon - Wind=15,158,-164.59229084673578
Single Moon,Moon - Wind=15,159,199.35601475269664
Single Moon,Moon - Wind=15,160,117.20673112660555
Single Moon,Moon - Wind=15,161,-96.44380877671514
Single Moon,Moon - Wind=15,162,25.770229148728546
Single Moon,Moon - Wind=15,163,-124.19938463775257
Single Moon,Moon - Wind=15,164,204.23440452062704
Single Moon,Moon - Wind=15,165,-166.03489823518333
Single Moon,Moon - Wind=15,166,-39.814916322917966
Single Moon,Moon - Wind=15,167,-150.41156562364614
Single Moon,Moon - Wind=15,168,279.44891785008997
Single Moon,Moon - Wind=15,169,230.6623726830612
Single Moon,Moon - Wind=15,170,-195.99352391868644
Single Moon,Moon - Wind=15,171,-158.10882916670857
Single Moon,Moon - Wind=15,172,102.45730425444391
Single Moon,Moon - Wind=15,173,295.75916757304117
Single Moon,Moon - Wind=15,174,-175.9518204387739
Single Moon,Moon - Wind=15,175,4.729750932309386
Single Moon,Moon - Wind=15,176,-109.8670153558927
Single Moon,Moon - Wind=15,177,-220.75150033406516
Single Moon,Moon - Wind=15,178,-22.552676357452142
Single Moon,Moon - Wind=15,179,269.98229272560246
Single Moon,Moon - Wind=15,180,256.5810145958884
Single Moon,Moon - Wind=15,181,-155.8157988980633
Single Moon,Moon - Wind=15,182,160.05584578634063
Single Moon,Moon - Wind=15,183,285.8782695315833
Single Moon,Moon - Wind=15,184,292.4701249442075
Single Moon,Moon - Wind=15,185,15.381771189560506
Single Moon,Moon - Wind=15,186,-29.47622818523844
Single Moon,Moon - Wind=15,187,275.82802429856645
Single Moon,Moon - Wind=15,188,-241.4114516494805
Single Moon,Moon - Wind=15,189,294.99541945450267
Single Moon,Moon - Wind=15,190,-117.26702589683404
Single Moon,Moon - Wind=15,191,-180.65123798073193
Single Moon,Moon - Wind=15,192,-232.01572842835577
Single Moon,Moon - Wind=15,193,-132.95322747878402
Single Moon,Moon - Wind=15,194,-119.82957586422863
Single Moon,Moon - Wind=15,195,-173.44725267206684
Single Moon,Moon - Wind=15,196,246.26758325977931
Single Moon,Moon - Wind=15,197,261.57064354837127
Single Moon,Moon - Wind=15,198,-205.60586905403315
Single Moon,Moon - Wind=15,199,142.54491967723706
Single Moon,Moon - Wind=15,200,261.38044114285674
Single Moon,Earth - Wind=6,1,44.28042633740597
Single Moon,Earth - Wind=6,2,0.4113751727889223
Single Moon,Earth - Wind=6,3,44.15750748219378
Single Moon,Earth - Wind=6,4,-71.31069668317241
Single Moon,Earth - Wind=6,5,5.710126902345934
Single Moon,Earth - Wind=6,6,1.1929016215564445
Single Moon,Earth - Wind=6,7,-145.4599818960142
Single Moon,Earth - Wind=6,8,-31.17156490270321
Single Moon,Earth - Wind=6,9,-229.74118232506524
Single Moon,Earth - Wind=6,10,-4.389143233037146
Single Moon,Earth - Wind=6,11,-70.41995770538477
Single Moon,Earth - Wind=6,12,-50.44499552211097
Single Moon,Earth - Wind=6,13,-193.89082215946462
Single Moon,Earth - Wind=6,14,-28.388256968459302
Single Moon,Earth - Wind=6,15,-225.50504475062795
Single Moon,Earth - Wind=6,16,-34.693172462881805
Single Moon,Earth - Wind=6,17,-39.36823107092801
Single Moon,Earth - Wind=6,18,-179.06541156262355
Single Moon,Earth - Wind=6,19,255.24031717986833
Single Moon,Earth - Wind=6,20,22.304402402894354
Single Moon,Earth - Wind=6,21,-73.24268304326132
Single Moon,Earth - Wind=6,22,-83.59212910027789
Single Moon,Earth - Wind=6,23,-4.9680532542409
Single Moon,Earth - Wind=6,24,282.6495656291111
Single Moon,Earth - Wind=6,25,7.3782466424878805
Single Moon,Earth - Wind=6,26,-13.778051748535589
Single Moon,Earth - Wind=6,27,-180.9588471545964
Single Moon,Earth - Wind=6,28,-239.47609878068664
Single Moon,Earth - Wind=6,29,47.74372380215283
Single Moon,Earth - Wind=6,30,39.83725515326225
Single Moon,Earth - Wind=6,31,6.247931177342252
Single Moon,Earth - Wind=6,32,-76.8627255030351
Single Moon,Earth - Wind=6,33,-14.38668717261146
Single Moon,Earth - Wind=6,34,50.726273918144756
Single Moon,Earth - Wind=6,35,-68.52987474245114
Single Moon,Earth - Wind=6,36,242.33581824498884
Single Moon,Earth - Wind=6,37,42.47219238275545
Single Moon,Earth - Wind=6,38,-61.38249824983707
Single Moon,Earth - Wind=6,39,-14.351617913892895
Single Moon,Earth - Wind=6,40,-54.90401935487788
Single Moon,Earth - Wind=6,41,-64.10764222263835
Single Moon,Earth - Wind=6,42,47.90552844160939
Single Moon,Earth - Wind=6,43,-281.46577712132625
Single Moon,Earth - Wind=6,44,264.03855194741357
Single Moon,Earth - Wind=6,45,19.489042402896132
Single Moon,Earth - Wind=6,46,287.8400452422262
Single Moon,Earth - Wind=6,47,-21.00115822350149
Single Moon,Earth - Wind=6,48,-15.077845225466788
Single Moon,Earth - Wind=6,49,-171.34771815263767
Single Moon,Earth - Wind=6,50,26.824148258673148
Single Moon,Earth - Wind=6,51,-38.348323922846795
Single Moon,Earth - Wind=6,52,-20.876656477183687
Single Moon,Earth - Wind=6,53,-37.92003171720066
Single Moon,Earth - Wind=6,54,-59.52284444600147
Single Moon,Earth - Wind=6,55,40.66085312304219
Single Moon,Earth - Wind=6,56,3.555256343894598
Single Moon,Earth - Wind=6,57,-201.6153029299952
Single Moon,Earth - Wind=6,58,-240.66721754393055
Single Moon,Earth - Wind=6,59,-4.509128262648787
Single Moon,Earth - Wind=6,60,-12.081618152782056
Single Moon,Earth - Wind=6,61,-33.06042649553687
Single Moon,Earth - Wind=6,62,-9.130058199413583
Single Moon,Earth - Wind=6,63,47.17295064825649
Single Moon,Earth - Wind=6,64,-30.565712575360067
Single Moon,Earth - Wind=6,65,18.4852542989002
Single Moon,Earth - Wind=6,66,14.35502905705792
Single Moon,Earth - Wind=6,67,-40.52889451984392
Single Moon,Earth - Wind=6,68,-17.379202115802983
Single Moon,Earth - Wind=6,69,-4.878931556732567
Single Moon,Earth - Wind=6,70,281.9657196239768
Single Moon,Earth - Wind=6,71,17.753349565965465
Single Moon,Earth - Wind=6,72,224.23565156802235
Single Moon,Earth - Wind=6,73,27.87108408356056
Single Moon,Earth - Wind=6,74,33.329280002337754
Single Moon,Earth - Wind=6,75,-7.189355492794263
Single Moon,Earth - Wind=6,76,19.59550355374745
Single Moon,Earth - Wind=6,77,-27.202028884626046
Single Moon,Earth - Wind=6,78,-43.916920172996676
Single Moon,Earth - Wind=6,79,5.628293169707106
Single Moon,Earth - Wind=6,80,51.430105116718835
Single Moon,Earth - Wind=6,81,11.137719282180129
Single Moon,Earth - Wind=6,82,53.30981338090339
Single Moon,Earth - Wind=6,83,-9.236976336837955
Single Moon,Earth - Wind=6,84,-107.68826253081969
Single Moon,Earth - Wind=6,85,9.42627286064203
Single Moon,Earth - Wind=6,86,-28.583848284132714
Single Moon,Earth - Wind=6,87,-37.4956200065167
Single Moon,Earth - Wind=6,88,-18.394285483660738
Single Moon,Earth - Wind=6,89,18.838737444704847
Single Moon,Earth - Wind=6,90,-6.84185202828391
Single Moon,Earth - Wind=6,91,-13.020407898899194
Single Moon,Earth - Wind=6,92,-136.69686235080144
Single Moon,Earth - Wind=6,93,54.52682524823089
Single Moon,Earth - Wind=6,94,33.28657246855269
Single Moon,Earth - Wind=6,95,-145.28614321447685
Single Moon,Earth - Wind=6,96,-12.331517116343832
Single Moon,Earth - Wind=6,97,-96.70413894481261
Single Moon,Earth - Wind=6,98,-41.13097220514463
Single Moon,Earth - Wind=6,99,42.48543293551077
Single Moon,Earth - Wind=6,100,-138.30450173275844
Single Moon,Earth - Wind=6,101,29.490236319094606
Single Moon,Earth - Wind=6,102,20.04077214145798
Single Moon,Earth - Wind=6,103,-113.43177069175105
Single Moon,Earth - Wind=6,104,3.681165549083076
Single Moon,Earth - Wind=6,105,-126.63808844287425
Single Moon,Earth - Wind=6,106,-162.5426813389259
Single Moon,Earth - Wind=6,107,16.548842727319126
Single Moon,Earth - Wind=6,108,26.179027403656846
Single Moon,Earth - Wind=6,109,-24.358339593856797
Single Moon,Earth - Wind=6,110,-6.645495365256153
Single Moon,Earth - Wind=6,111,21.235463257898815
Single Moon,Earth - Wind=6,112,-9.64843997946521
Single Moon,Earth - Wind=6,113,-153.3388123082292
Single Moon,Earth - Wind=6,114,-164.65933138480364
Single Moon,Earth - Wind=6,115,-18.752252062167415
Single Moon,Earth - Wind=6,116,266.7571567004009
Single Moon,Earth - Wind=6,117,-13.779608593609225
Single Moon,Earth - Wind=6,118,6.293059752378085
Single Moon,Earth - Wind=6,119,31.43015146022657
Single Moon,Earth - Wind=6,120,-29.722887879613552
Single Moon,Earth - Wind=6,121,32.24103916492106
Single Moon,Earth - Wind=6,122,-35.121802001401704
Single Moon,Earth - Wind=6,123,-57.87415638022733
Single Moon,Earth - Wind=6,124,-18.45815508894863
Single Moon,Earth - Wind=6,125,-94.21332669526237
Single Moon,Earth - Wind=6,126,-57.72748675523255
Single Moon,Earth - Wind=6,127,1.9787564715690564
Single Moon,Earth - Wind=6,128,2.9857112598469655
Single Moon,Earth - Wind=6,129,34.02203640499155
Single Moon,Earth - Wind=6,130,-145.98055531383505
Single Moon,Earth - Wind=6,131,-14.273150893584315
Single Moon,Earth - Wind=6,132,-5.0311510148023615
Single Moon,Earth - Wind=6,133,30.43187773002549
Single Moon,Earth - Wind=6,134,34.15463458609787
Single Moon,Earth - Wind=6,135,260.25337822929737
Single Moon,Earth - Wind=6,136,-0.9628717674724356
Single Moon,Earth - Wind=6,137,-51.0130864979073
Single Moon,Earth - Wind=6,138,0.8668051524497855
Single Moon,Earth - Wind=6,139,-241.288055946725
Single Moon,Earth - Wind=6,140,-41.18903897859086
Single Moon,Earth - Wind=6,141,51.71805364994029
Single Moon,Earth - Wind=6,142,2.1773682531895417
Single Moon,Earth - Wind=6,143,217.14518964834957
Single Moon,Earth - Wind=6,144,269.5550668404029
Single Moon,Earth - Wind=6,145,-14.266919358576274
Single Moon,Earth - Wind=6,146,-203.35271919388893
Single Moon,Earth - Wind=6,147,-33.08115972455181
Single Moon,Earth - Wind=6,148,2.8847776517638266
Single Moon,Earth - Wind=6,149,-215.3356275001433
Single Moon,Earth - Wind=6,150,8.157917119707491
Single Moon,Earth - Wind=6,151,300.1574594337991
Single Moon,Earth - Wind=6,152,2.9539153819053467
Single Moon,Earth - Wind=6,153,12.682272271523175
Single Moon,Earth - Wind=6,154,-75.43586730538141
Single Moon,Earth - Wind=6,155,-48.69822132435945
Single Moon,Earth - Wind=6,156,-16.670644790764072
Single Moon,Earth - Wind=6,157,-28.292393670967897
Single Moon,Earth - Wind=6,158,56.32499600408809
Single Moon,Earth - Wind=6,159,-33.1634979781397
Single Moon,Earth - Wind=6,160,-4.439594541353927
Single Moon,Earth - Wind=6,161,-50.78022919608043
Single Moon,Earth - Wind=6,162,-96.07548152824506
Single Moon,Earth - Wind=6,163,14.790404968711655
Single Moon,Earth - Wind=6,164,301.7153888812178
Single Moon,Earth - Wind=6,165,1.3571637083763903
Single Moon,Earth - Wind=6,166,-26.133479045250724
Single Moon,Earth - Wind=6,167,31.768446443390047
Single Moon,Earth - Wind=6,168,19.787562287844338
Single Moon,Earth - Wind=6,169,57.50424720499814
Single Moon,Earth - Wind=6,170,34.89367153324696
Single Moon,Earth - Wind=6,171,-55.01331141430127
Single Moon,Earth - Wind=6,172,-43.17218474649516
Single Moon,Earth - Wind=6,173,204.28450693783753
Single Moon,Earth - Wind=6,174,8.58871445824522
Single Moon,Earth - Wind=6,175,17.25061161435653
Single Moon,Earth - Wind=6,176,58.27357868155093
Single Moon,Earth - Wind=6,177,8.500735138826556
Single Moon,Earth - Wind=6,178,-117.23730643557936
Single Moon,Earth - Wind=6,179,-21.373158860067832
Single Moon,Earth - Wind=6,180,21.780555963150093
Single Moon,Earth - Wind=6,181,31.511920030466086
Single Moon,Earth - Wind=6,182,38.58610602358499
Single Moon,Earth - Wind=6,183,-10.037284302160629
Single Moon,Earth - Wind=6,184,25.35736274224999
Single Moon,Earth - Wind=6,185,5.303138027087044
Single Moon,Earth - Wind=6,186,-194.59429370220312
Single Moon,Earth - Wind=6,187,10.53932509665026
Single Moon,Earth - Wind=6,188,-143.01084259237402
Single Moon,Earth - Wind=6,189,-42.99663799662848
Single Moon,Earth - Wind=6,190,-208.4700235128167
Single Moon,Earth - Wind=6,191,-28.948536986456674
Single Moon,Earth - Wind=6,192,172.0715619662685
Single Moon,Earth - Wind=6,193,-14.613892774644654
Single Moon,Earth - Wind=6,194,291.87415960545445
Single Moon,Earth - Wind=6,195,-25.340460834501116
Single Moon,Earth - Wind=6,196,10.126880824578748
Single Moon,Earth - Wind=6,197,24.52905576495195
Single Moon,Earth - Wind=6,198,41.45326911257351
Single Moon,Earth - Wind=6,199,-174.7698151348196
Single Moon,Earth - Wind=6,200,-25.38348822630101
Single Moon,Mars - Wind=8,1,55.877326394556235
Single Moon,Mars - Wind=8,2,265.09080621563254
Single Moon,Mars - Wind=8,3,230.73747581738982
Single Moon,Mars - Wind=8,4,231.04199304635193
Single Moon,Mars - Wind=8,5,121.51415813817442
Single Moon,Mars - Wind=8,6,44.65769951766862
Single Moon,Mars - Wind=8,7,280.0760843701838
Single Moon,Mars - Wind=8,8,283.8109208386326
Single Moon,Mars - Wind=8,9,196.71474661466527
Single Moon,Mars - Wind=8,10,136.55290469259313
Single Moon,Mars - Wind=8,11,-94.17239164342008
Single Moon,Mars - Wind=8,12,-140.78217384350415
Single Moon,Mars - Wind=8,13,-84.39091685945816
Single Moon,Mars - Wind=8,14,34.23291379873763
Single Moon,Mars - Wind=8,15,228.98761777926825
Single Moon,Mars - Wind=8,16,276.5955487509301
Single Moon,Mars - Wind=8,17,12.314846433815987
Single Moon,Mars - Wind=8,18,283.77580979883453
Single Moon,Mars - Wind=8,19,204.19521456445958
Single Moon,Mars - Wind=8,20,274.3116884995652
Single Moon,Mars - Wind=8,21,277.69605950596724
Single Moon,Mars - Wind=8,22,-117.99359002875148
Single Moon,Mars - Wind=8,23,304.03444455539113
Single Moon,Mars - Wind=8,24,261.9758971085184
Single Moon,Mars - Wind=8,25,120.23952462648084
Single Moon,Mars - Wind=8,26,258.5234693599276
Single Moon,Mars - Wind=8,27,237.68405997116838
Single Moon,Mars - Wind=8,28,191.23858407300864
Single Moon,Mars - Wind=8,29,41.6972836741399
Single Moon,Mars - Wind=8,30,276.3198836205536
Single Moon,Mars - Wind=8,31,-76.63479045994589
Single Moon,Mars - Wind=8,32,80.05079875288804
Single Moon,Mars - Wind=8,33,-163.16908352265793
Single Moon,Mars - Wind=8,34,249.0617851109658
Single Moon,Mars - Wind=8,35,250.9643841530466
Single Moon,Mars - Wind=8,36,107.14575661982474
Single Moon,Mars - Wind=8,37,259.6864451477005
Single Moon,Mars - Wind=8,38,226.37885625225113
Single Moon,Mars - Wind=8,39,-33.613419003261825
Single Moon,Mars - Wind=8,40,-138.35253114262218
Single Moon,Mars - Wind=8,41,136.1425383017864
Single Moon,Mars - Wind=8,42,262.7228623636813
Single Moon,Mars - Wind=8,43,239.11677544896855
Single Moon,Mars - Wind=8,44,-27.48380864220556
Single Moon,Mars - Wind=8,45,-155.24007100263313
Single Moon,Mars - Wind=8,46,-19.469532431282772
Single Moon,Mars - Wind=8,47,300.9904589952776
Single Moon,Mars - Wind=8,48,-92.52543071070163
Single Moon,Mars - Wind=8,49,118.82847086758426
Single Moon,Mars - Wind=8,50,214.30642089246027
Single Moon,Mars - Wind=8,51,292.26786639332784
Single Moon,Mars - Wind=8,52,188.53624680580342
Single Moon,Mars - Wind=8,53,264.96668820264586
Single Moon,Mars - Wind=8,54,6.0970299552253095
Single Moon,Mars - Wind=8,55,32.39994129449752
Single Moon,Mars - Wind=8,56,270.32084897404684
Single Moon,Mars - Wind=8,57,60.42380263290741
Single Moon,Mars - Wind=8,58,248.91093288480542
Single Moon,Mars - Wind=8,59,-68.77416555958845
Single Moon,Mars - Wind=8,60,260.6177097302898
Single Moon,Mars - Wind=8,61,-167.83763659978146
Single Moon,Mars - Wind=8,62,263.1259832270781
Single Moon,Mars - Wind=8,63,125.52899468824253
Single Moon,Mars - Wind=8,64,-138.9289798786772
Single Moon,Mars - Wind=8,65,277.7188675032817
Single Moon,Mars - Wind=8,66,226.09395690944882
Single Moon,Mars - Wind=8,67,257.61078315351295
Single Moon,Mars - Wind=8,68,246.1147430838751
Single Moon,Mars - Wind=8,69,285.24250140846505
Single Moon,Mars - Wind=8,70,323.3126143911757
Single Moon,Mars - Wind=8,71,277.29136231538973
Single Moon,Mars - Wind=8,72,30.408764180147557
Single Moon,Mars - Wind=8,73,-152.885746846791
Single Moon,Mars - Wind=8,74,262.51081000087
Single Moon,Mars - Wind=8,75,266.52719846410764
Single Moon,Mars - Wind=8,76,281.83189515096797
Single Moon,Mars - Wind=8,77,242.27758675644216
Single Moon,Mars - Wind=8,78,5.773068987555391
Single Moon,Mars - Wind=8,79,262.24886370887737
Single Moon,Mars - Wind=8,80,324.83432169347697
Single Moon,Mars - Wind=8,81,257.8718403431218
Single Moon,Mars - Wind=8,82,282.89092775632434
Single Moon,Mars - Wind=8,83,266.95287643224714
Single Moon,Mars - Wind=8,84,-104.43189648436592
Single Moon,Mars - Wind=8,85,90.83688304526311
Single Moon,Mars - Wind=8,86,155.0558119640022
Single Moon,Mars - Wind=8,87,303.64828833420614
Single Moon,Mars - Wind=8,88,123.1197652974818
Single Moon,Mars - Wind=8,89,15.402133749953776
Single Moon,Mars - Wind=8,90,-14.206913531801021
Single Moon,Mars - Wind=8,91,-163.12724713589864
Single Moon,Mars - Wind=8,92,223.6484304549279
Single Moon,Mars - Wind=8,93,-63.87156277277756
Single Moon,Mars - Wind=8,94,-49.90921236368442
Single Moon,Mars - Wind=8,95,-37.637938536264784
Single Moon,Mars - Wind=8,96,289.84950174504786
Single Moon,Mars - Wind=8,97,-89.1246882346758
Single Moon,Mars - Wind=8,98,277.8960643893047
Single Moon,Mars - Wind=8,99,-29.893217246547252
Single Moon,Mars - Wind=8,100,282.4691383100385
Single Moon,Mars - Wind=8,101,290.6043820975446
Single Moon,Mars - Wind=8,102,252.6314609990902
Single Moon,Mars - Wind=8,103,-38.41250301731708
Single Moon,Mars - Wind=8,104,293.6860451989744
Single Moon,Mars - Wind=8,105,-11.088525066291865
Single Moon,Mars - Wind=8,106,-157.74232653340002
Single Moon,Mars - Wind=8,107,92.25121268803674
Single Moon,Mars - Wind=8,108,296.1682025737375
Single Moon,Mars - Wind=8,109,-23.009682139861283
Single Moon,Mars - Wind=8,110,199.42267658486998
Single Moon,Mars - Wind=8,111,-7.732740356281951
Single Moon,Mars - Wind=8,112,227.0853728827966
Single Moon,Mars - Wind=8,113,280.8460025555441
Single Moon,Mars - Wind=8,114,270.1190051564579
